	Arid1a_fold_change
1416056_a_at	0.928807043374182
1416057_at	0.979905967386681
1416058_s_at	0.953233531148021
1416059_at	0.569399450829265
1416060_at	0.904200336672632
1416061_at	0.993915861963282
1416062_at	0.963820792742589
1416063_x_at	1.01750183275668
1416064_a_at	0.99066399125888
1416065_a_at	1.00258542857423
1416066_at	1.00158158240926
1416067_at	1.12299438653531
1416068_at	0.91988299129257
1416069_at	1.48225889787872
1416070_a_at	0.921856900999321
1416071_at	0.970129566952581
1416072_at	1.43560394331561
1416073_a_at	0.913897548481447
1416074_a_at	1.04909577039051
1416075_at	1.04878414706576
1416076_at	0.699775524503698
1416077_at	1.12289849480269
1416078_s_at	1.01593757218517
1416079_a_at	0.877526445582305
1416080_at	1.32633266109207
1416081_at	1.08035870970362
1416082_at	1.049305940834
1416083_at	1.15958704457246
1416084_at	1.15103841798979
1416085_s_at	1.17638220333681
1416086_at	1.15586030996401
1416087_at	0.978032940097198
1416088_a_at	0.9765305940905
1416089_at	1.00935383446949
1416090_at	1.02080767357288
1416091_at	1.04453775882806
1416092_a_at	0.883035557095659
1416093_a_at	0.97462919088078
1416094_at	1.16347310373829
1416095_x_at	0.917767491808977
1416096_at	1.05987446397122
1416097_at	1.07673678926305
1416098_at	0.937547937257834
1416099_at	0.995483377907097
1416100_at	1.03282110447935
1416101_a_at	0.927733673188846
1416102_at	0.926018343556978
1416103_at	0.93584011737398
1416104_at	1.004710492719
1416105_at	0.907863981082379
1416106_at	1.02808052657008
1416107_at	0.719890773605224
1416108_a_at	1.02241459640761
1416109_at	0.97862603129162
1416110_at	0.931512293230663
1416111_at	3.93773311788013
1416112_at	1.03318230628672
1416113_at	1.1192149583577
1416114_at	1.05499115438652
1416115_at	0.956321660566843
1416116_at	1.02936177584584
1416117_at	0.960858365882518
1416118_at	0.782781605201244
1416119_at	0.916558117129346
1416120_at	0.867533880948266
1416121_at	1.63064784592434
1416122_at	0.83054846111949
1416123_at	0.672540387422819
1416124_at	0.568478634027618
1416125_at	1.21625130334732
1416126_at	0.952327811697951
1416127_a_at	0.995589143449406
1416128_at	0.855002880219701
1416129_at	1.48116539529273
1416130_at	1.15645814688897
1416131_s_at	0.932382405911076
1416132_at	1.07293021632796
1416133_at	1.02351852245513
1416134_at	0.973779340306821
1416135_at	0.890289253654659
1416136_at	1.38655444237027
1416137_at	0.956048820727137
1416138_at	1.07995656984067
1416139_at	1.03165785512538
1416140_a_at	1.02440301423056
1416141_a_at	1.00507284836316
1416142_at	1.06192624168259
1416143_at	0.927633117257923
1416144_a_at	0.920742833343772
1416145_at	1.03386770471853
1416146_at	1.00557396942917
1416147_at	1.02220934133195
1416148_at	1.1114863179988
1416149_at	1.06524282978223
1416150_a_at	0.898828711715916
1416151_at	0.853898121504762
1416152_a_at	0.876411203480846
1416153_at	1.03648994971704
1416154_at	1.09530052865898
1416155_at	0.900176623051424
1416156_at	1.08768755859193
1416157_at	1.22754570666935
1416158_at	1.14164222387605
1416159_at	1.14716789852658
1416160_at	1.17479841444192
1416161_at	0.896452752553412
1416162_at	1.0158271042853
1416163_at	0.916599875634657
1416164_at	1.23604241318589
1416165_at	1.02949593754808
1416166_a_at	0.766615050598058
1416167_at	0.940150850014529
1416168_at	1.19813420348149
1416169_at	0.941524217405987
1416170_at	0.958450077731563
1416171_at	1.02364578465013
1416172_at	0.945152505366599
1416173_at	0.979481148035435
1416174_at	0.818232202606471
1416175_a_at	0.950570466957612
1416176_at	0.873244385032927
1416177_at	0.954593807643404
1416178_a_at	0.941229414327642
1416179_a_at	1.00097466092978
1416180_a_at	0.879996233099339
1416181_at	0.965539926046338
1416182_at	1.01858347912735
1416183_a_at	0.950157913546518
1416184_s_at	0.744320059164926
1416185_a_at	1.03256727263283
1416186_at	0.995841235743493
1416187_s_at	0.889679586459721
1416188_at	1.26238116890658
1416189_a_at	0.98765485927753
1416190_a_at	0.944088509352587
1416191_at	1.02461070729524
1416192_at	1.09002400130691
1416193_at	0.992991427873212
1416194_at	1.49039785177329
1416195_at	1.20375114136644
1416196_at	1.05015474018526
1416197_at	1.02361463588406
1416198_at	0.979953831046515
1416199_at	1.13940431201903
1416200_at	1.22137350011504
1416201_at	0.915207956610317
1416202_at	0.986273444117576
1416203_at	1.39030534403782
1416204_at	0.972964357899185
1416205_at	0.994293456171627
1416206_at	1.38321865634688
1416207_at	0.991618375428991
1416208_at	0.891194713593235
1416209_at	1.11294141286178
1416210_at	1.05449599228482
1416211_a_at	0.847704770816301
1416212_at	0.902107503160619
1416213_x_at	1.04690929732705
1416214_at	0.780466718964989
1416215_at	1.09426822718731
1416216_at	1.01604706006503
1416217_a_at	1.02949010958297
1416218_x_at	1.03568570279074
1416219_at	0.992176999152569
1416220_at	0.972871611018163
1416221_at	1.23678511623611
1416222_at	0.915083669485132
1416223_at	0.962888373661659
1416224_at	1.0692820526593
1416225_at	1.4500801262162
1416226_at	1.06212085983673
1416227_at	1.06787962840767
1416228_at	1.0361668479508
1416229_at	0.874785466903519
1416230_at	0.902371423416424
1416231_at	1.06397920838855
1416232_at	1.06447712005713
1416233_at	0.937664993820501
1416234_at	1.05128445592079
1416235_at	0.925576967842238
1416236_a_at	0.329318148755647
1416237_at	0.835356448477873
1416238_at	1.60409405090115
1416239_at	1.22052512323907
1416240_at	1.30033675182317
1416241_at	1.03956558786362
1416242_at	1.1074417048329
1416243_a_at	0.896045423135585
1416244_a_at	0.989843618502441
1416245_at	0.892010225967587
1416246_a_at	1.28292541690815
1416247_at	1.06044592119456
1416248_at	1.09267743468623
1416249_at	0.871798960495502
1416250_at	1.27673407313854
1416251_at	0.637367047278035
1416252_at	0.852213795967559
1416253_at	0.91170964482954
1416254_a_at	0.843225717514273
1416255_at	1.6432231270851
1416256_a_at	1.06186956975222
1416257_at	1.05993581308725
1416258_at	0.73036476412416
1416259_at	0.910978357410251
1416260_a_at	0.958525676609361
1416261_at	0.950329235145112
1416262_at	0.967980819565213
1416263_at	1.11261799086792
1416264_at	1.07196991577043
1416265_at	0.983189032220049
1416266_at	1.078288427296
1416267_at	0.964560397143884
1416268_at	1.25874345153927
1416269_at	0.891552474313321
1416270_at	0.944628700722805
1416271_at	0.603889411917547
1416272_at	1.04786706312705
1416273_at	1.15426968438131
1416274_at	0.984232400899593
1416275_at	1.08310459440346
1416276_a_at	0.972397006210594
1416277_a_at	1.03561346966268
1416278_a_at	0.913133483446901
1416279_at	1.16869633013661
1416280_at	0.942754731433198
1416281_at	0.980648456969574
1416282_at	0.981327501572242
1416283_at	0.957471619175415
1416284_at	0.891828762726366
1416285_at	0.910453556161124
1416286_at	1.64083199664252
1416287_at	1.39230305113678
1416288_at	1.08463035194093
1416289_at	1.04657668564265
1416290_a_at	0.970756686048294
1416291_at	0.998684920692112
1416292_at	0.952834288280772
1416293_at	0.970529389860732
1416294_at	1.12354325343659
1416295_a_at	1.38438196850589
1416296_at	1.23087920688105
1416297_s_at	1.04414864941027
1416298_at	0.883510797828034
1416299_at	0.644129757185377
1416300_a_at	1.0050425548521
1416301_a_at	1.42243165209061
1416302_at	1.395886345401
1416303_at	0.987905507405587
1416304_at	1.10445715208082
1416305_at	1.11300574069377
1416306_at	0.842836721638318
1416307_at	1.1585484223519
1416308_at	0.983030736281978
1416309_at	0.788521725029123
1416310_at	0.997734531174379
1416311_s_at	0.932675660554296
1416312_at	0.985966149188753
1416313_at	0.969948696661334
1416314_at	1.03798389450472
1416315_at	1.15260731609426
1416316_at	0.746358887008276
1416317_a_at	0.838557102405267
1416318_at	1.0238117507765
1416319_at	0.95775833999965
1416320_at	0.85854603128817
1416321_s_at	1.10321383394719
1416322_at	0.982640904358574
1416323_at	1.11660085136847
1416324_s_at	1.15797507042564
1416325_at	1.00806388368006
1416326_at	1.26714623659125
1416327_at	0.917342764199795
1416328_a_at	1.04203686761746
1416329_at	0.932756567760226
1416330_at	1.22063617295202
1416331_a_at	1.07254439507163
1416332_at	0.862124879662351
1416333_at	1.08967446405187
1416334_at	1.08978147791676
1416335_at	0.927391323298852
1416336_s_at	0.866174016756698
1416337_at	0.908284390233985
1416338_at	1.03766039652156
1416339_a_at	1.13499239612722
1416340_a_at	1.10415040503715
1416341_at	0.99560905673113
1416342_at	1.19395544838383
1416343_a_at	0.910504793001456
1416344_at	0.95859421943308
1416345_at	0.895697570955236
1416346_at	0.965626225220949
1416347_at	1.0786862488056
1416348_at	1.27565193789414
1416349_at	0.975544530126105
1416350_at	0.919782466374014
1416351_at	0.983242141916272
1416352_s_at	1.13207738993299
1416353_at	1.32250774198607
1416354_at	0.807239313495474
1416355_at	0.717124463819796
1416356_at	1.03584416623259
1416357_a_at	1.26586983461133
1416358_at	1.09606492037648
1416359_at	1.22964939051021
1416360_at	0.954585655403571
1416361_a_at	0.651115925050247
1416362_a_at	1.14445250838487
1416363_at	0.989204552606802
1416364_at	1.0121840444542
1416365_at	0.817866863220488
1416366_at	0.877192665511404
1416367_at	0.948937095300661
1416368_at	0.646565860474581
1416369_at	0.973221112331931
1416370_at	1.00365919864129
1416371_at	1.43688064110387
1416372_at	0.958310410334779
1416373_at	0.951486693721459
1416374_at	0.949357725875791
1416375_at	1.0186454472324
1416376_at	0.745666270343475
1416377_at	1.05066400592347
1416378_at	1.0310838447858
1416379_at	1.08478819199473
1416380_at	1.00248778244532
1416381_a_at	0.894678048463357
1416382_at	0.775667458037739
1416383_a_at	0.905849325246604
1416384_a_at	1.01327899413085
1416385_a_at	0.919384735135365
1416386_a_at	1.0017561341418
1416387_at	0.989986892293007
1416388_at	1.17229533656814
1416389_a_at	0.841979476224439
1416390_at	0.779017024834386
1416391_at	0.894553211752386
1416392_a_at	1.17291020040592
1416393_at	0.943277507098643
1416394_at	0.849069071942926
1416395_at	0.962314032913046
1416396_at	1.06812147870193
1416397_at	1.1301799027775
1416398_at	1.10696563989652
1416399_a_at	0.99602330906467
1416400_at	0.986297367110981
1416401_at	1.01698003831694
1416402_at	0.946392858783027
1416403_at	0.884889961846047
1416404_s_at	0.983676833675246
1416405_at	1.38042565123566
1416406_at	1.1893301838487
1416407_at	1.19081659627739
1416408_at	1.05037173185959
1416409_at	1.14316612560983
1416410_at	0.808600894389918
1416411_at	1.93309825874485
1416412_at	0.781758030509975
1416413_at	1.03667088117614
1416414_at	0.95914249349592
1416415_a_at	1.01672721250608
1416416_x_at	1.91625358171995
1416417_a_at	0.951981359881099
1416418_at	1.17554298642059
1416419_s_at	1.19038861151077
1416420_a_at	0.963515137943479
1416421_a_at	0.880529638832353
1416422_a_at	0.860417315596079
1416423_x_at	0.855464377644238
1416424_at	0.941450570120299
1416425_at	1.03223509061467
1416426_at	0.983407174709047
1416427_at	1.05926550751214
1416428_at	1.03125754811217
1416429_a_at	1.0189666681523
1416430_at	1.02464220958364
1416431_at	1.10652401569324
1416432_at	2.00440432539505
1416433_at	0.816157733135056
1416434_at	0.999771918129191
1416435_at	1.13145631334825
1416436_a_at	0.959199507925658
1416437_a_at	1.08214442077817
1416438_at	1.04091922211406
1416439_at	0.897152082046996
1416440_at	1.00203193175425
1416441_at	1.20860809019869
1416442_at	0.976720170091189
1416443_a_at	0.895770161676465
1416444_at	1.06519637143086
1416445_at	1.05829080831572
1416446_at	0.978368514150259
1416447_at	0.927993765420958
1416448_at	0.892888224409694
1416449_x_at	0.840123998184926
1416450_at	0.964219650740241
1416451_s_at	1.07774222644781
1416452_at	0.817007227988542
1416453_x_at	0.961930074359315
1416454_s_at	1.08255585037026
1416455_a_at	1.20817355749233
1416456_a_at	1.09819830902194
1416457_at	0.964189934552277
1416458_at	0.992801765482092
1416459_at	1.03851402356127
1416460_at	1.07872145183819
1416461_at	0.901108875944449
1416462_at	0.939078524846399
1416463_at	0.816514611772004
1416464_at	0.988448295662837
1416465_a_at	0.936111029734178
1416466_at	0.956768304394895
1416467_at	1.02559232450341
1416468_at	0.798833233326435
1416469_at	0.994099102387166
1416470_a_at	1.00401229935936
1416471_at	1.00848811626607
1416472_at	1.02607384940249
1416473_a_at	1.32186274131741
1416474_at	1.40077354029052
1416475_at	0.981411423562449
1416476_a_at	0.876174252595505
1416477_at	0.938370092929767
1416478_a_at	0.973275133687188
1416479_a_at	0.963960849645034
1416480_a_at	0.894479120836784
1416481_s_at	1.02311898029988
1416482_at	0.823264353480912
1416483_at	0.979640938393518
1416484_at	0.818696081615341
1416485_at	0.961276903864151
1416486_at	0.979848661753062
1416487_a_at	1.34419665970246
1416488_at	1.42189214924177
1416489_at	1.05148668870877
1416490_at	0.694838035235842
1416491_at	1.1999276520444
1416492_at	0.761080503927884
1416493_at	1.01748815910851
1416494_at	0.92421697174608
1416495_s_at	0.931554464470731
1416496_at	1.00515764958689
1416497_at	0.882776546866476
1416498_at	1.09532212567962
1416499_a_at	0.975369740835976
1416500_at	1.02488825952352
1416501_at	0.899056183105972
1416502_a_at	1.10262655019558
1416503_at	1.27581463616444
1416504_at	1.09276884604668
1416505_at	1.53586906945546
1416506_at	0.857666723812377
1416507_at	0.938661794160504
1416508_at	0.97612416738801
1416509_at	0.926230130650174
1416510_at	1.12510601409547
1416511_a_at	1.00377996503254
1416512_at	1.0845899319069
1416513_at	0.939115344547371
1416514_a_at	1.08612775361367
1416515_at	0.965958988459028
1416516_at	0.976574907774266
1416517_at	1.08681960386583
1416518_at	0.972706671004338
1416519_at	0.972617590141366
1416520_x_at	0.940102465086254
1416521_at	1.08957629038254
1416522_a_at	1.0390171590665
1416523_at	1.27983139758105
1416524_at	1.05076940062899
1416525_at	0.925896144762361
1416526_a_at	0.912059966051414
1416527_at	0.816903623875696
1416528_at	1.05987099756443
1416529_at	0.82531586364884
1416530_a_at	0.993062807303024
1416531_at	2.09537194735848
1416532_at	1.06521086688467
1416533_at	1.13906998422381
1416534_at	1.09926949064622
1416535_at	0.977857140243417
1416536_at	1.08927036675341
1416537_at	1.10797940111763
1416538_at	1.06121353676175
1416539_at	1.16550786993439
1416540_at	1.12320101058605
1416541_at	1.00967535779081
1416542_at	1.12070460723726
1416543_at	0.761136211618
1416544_at	0.734535340131196
1416545_at	1.14036457100775
1416546_a_at	1.00077118529465
1416547_at	0.937375620939259
1416548_at	0.998988989836085
1416549_at	0.926166601009251
1416550_at	0.993848887554319
1416551_at	1.14062726533288
1416552_at	1.10879229122815
1416553_at	1.14244232842032
1416554_at	1.31339946578346
1416555_at	0.914105919173623
1416556_at	1.02945860798518
1416557_a_at	0.937570364924806
1416558_at	0.684339377725811
1416559_at	0.961471657581202
1416560_at	0.954419215667375
1416561_at	0.979213335795855
1416562_at	0.988972017911397
1416563_at	1.15606937883171
1416564_at	1.29085690233704
1416565_at	0.937151039812637
1416566_at	1.0142368242899
1416567_s_at	0.92046084750991
1416568_a_at	0.88082631755176
1416569_at	0.921207335250439
1416570_s_at	1.03316404894168
1416571_at	0.805992726875475
1416572_at	1.57015870041862
1416573_at	1.22630998465986
1416574_at	0.946744113467202
1416575_at	0.877448869311266
1416576_at	0.992558459871817
1416577_a_at	0.952522242871653
1416578_at	0.969299644012108
1416579_a_at	0.696483285776812
1416580_a_at	1.03561105998079
1416581_at	1.01767086255418
1416582_a_at	1.07156757985823
1416583_at	1.02420911243354
1416584_at	1.04763638817167
1416585_at	0.982586313959453
1416586_at	0.946114854992552
1416587_a_at	1.01731954012858
1416588_at	1.21103613802926
1416589_at	1.16503291610532
1416590_a_at	1.11071512847998
1416591_at	1.12124460027322
1416592_at	1.07772111062011
1416593_at	1.2177447898031
1416594_at	1.05317324454266
1416595_at	0.907083952492638
1416596_at	0.79552328992638
1416597_at	1.14314863473826
1416598_at	1.07575362256079
1416599_at	1.05910448863731
1416600_a_at	1.18862871002079
1416601_a_at	0.987199879100383
1416602_a_at	1.19557035815752
1416603_at	0.956508366807896
1416604_at	0.97500681045934
1416605_at	0.900943189645813
1416606_s_at	0.896216491098974
1416607_at	1.07244612405822
1416608_a_at	0.88968969599977
1416609_at	0.961405753379842
1416610_a_at	1.0518483097483
1416611_at	1.0741752012418
1416612_at	1.77594779989061
1416613_at	1.25175843744754
1416614_at	1.12271370678201
1416615_at	0.990562699711974
1416616_s_at	0.94327161555177
1416617_at	1.84790396810346
1416618_at	1.00067246547434
1416619_at	1.11038348849829
1416620_at	0.962396690440619
1416621_at	0.959300218351451
1416622_at	1.0378709881716
1416623_at	1.1908997848492
1416624_a_at	0.980396878638552
1416625_at	1.28002095146119
1416626_at	0.91793914771029
1416627_at	0.681955889546162
1416628_at	0.999075613287858
1416629_at	0.951126651442645
1416630_at	1.01888136785391
1416631_at	0.847689534360671
1416632_at	1.05489807095744
